post_id	date	message	num_likes	num_angry	num_shares
1216504185136925_2641691112618218	2020-01-03T14:34:39+0000	"mais uma vez, o calendario eleitoral e o desrespeito para com a ordem juridica internacional, promovido pelo atual governo norte-americano, poem a humanidade em sobressalto.   o brasil deve entender seu grave papel, mesmo que se imagine modesto, e pedir a comunidade internacional uma condenacao deste ato impensado de violencia de estado."	7996	16	2995
1216504185136925_2638147112972618	2020-01-01T21:14:46+0000	""	10546	7	161
1216504185136925_2638142499639746	2020-01-01T21:11:32+0000	"passei a festa do ano novo junto ao nosso povo em fortaleza. festa linda! artistas extraordinarios e nenhum incidente! que orgulho!"	4742	3	316
1216504185136925_2635590003228329	2019-12-31T20:12:05+0000	"luta e esperanca! que venha 2020! feliz ano novo! [?][?]"	8676	8	1816
1216504185136925_2625924620861534	2019-12-27T10:31:37+0000	""	1410	1	25
1216504185136925_2624542570999739	2019-12-26T17:39:20+0000	"sergio moro, entregue estas bestas a justica ou estara cometendo prevaricacao!"	5327	40	537
1216504185136925_2612283588892304	2019-12-21T00:02:49+0000	"a filha do queiros que sempre morou no rio de janeiro era funcionaria fantasma do proprio jair bolsonaro e devolvia o dinheiro atraves do pai para o esquema que sempre foi organizado pelo proprio jair bolsonaro. covarde, pos o filho no esquema, ensinou a fazer, beneficiou-se e agora abandona o proprio filho a propria sorte."	2741	480	844
1216504185136925_2611247205662609	2019-12-20T12:37:16+0000	""	1094	1	261
1216504185136925_2603412966446033	2019-12-16T16:09:52+0000	""	492	0	49
1216504185136925_645334809334395	2019-12-12T15:20:44+0000	"neste dia 12/12, reprisamos a otima conversa com carlos lupi no #reparebem.   em defesa do trabalho e dos trabalhadores! assista!"	983	2	220
1216504185136925_2594580457329284	2019-12-12T10:58:37+0000	"me representa!"	2054	2	394
1216504185136925_2590945444359452	2019-12-10T16:26:49+0000	""	921	0	79
1216504185136925_2590786444375352	2019-12-10T15:07:19+0000	"estamos juntos! a picaretagem subornada com as migalhas do petrolao e do mensalao vai ser denunciada por todos nos!"	610	4	23
1216504185136925_2590513681069295	2019-12-10T12:45:04+0000	"conversa com hissa abrahao!"	430	1	42
1216504185136925_2580275265426470	2019-12-05T18:58:44+0000	"martha rocha "	561	0	75
1216504185136925_2579411692179494	2019-12-05T10:44:26+0000	"bom dia! ja viram a entrevista para #emfococomandreiasadi? assista!  #cironaglobonews  https://globosatplay.globo.com/globonews/v/8140745"	1435	0	231
1216504185136925_2578594545594542	2019-12-05T01:10:18+0000	"o que acharam? #cironaglobonews"	1886	0	20
1216504185136925_2578530525600944	2019-12-05T00:29:30+0000	"e agora! vai comecar! liga na globo news! #cironaglobonews"	1623	0	64
1216504185136925_2578505622270101	2019-12-05T00:12:54+0000	"logo mais, as 21h30! #cironaglobonews no #emfococomandreiasadi  acompanhe!"	862	0	24
1216504185136925_2578031538984176	2019-12-04T18:42:49+0000	"#cironaglobonews  hoje, 21h30. #emfococomandreiasadi"	1628	0	191
1216504185136925_2576208465833150	2019-12-03T23:20:54+0000	"agora! uma otima conversa com carlos lupi ! acompanhe!  https://youtu.be/pjynokaqn7q"	624	0	43
1216504185136925_2575615789225751	2019-12-03T16:59:46+0000	"e hoje! #reparebem com carlos lupi! 20h! acompanhe!"	556	0	17
1216504185136925_2573797229407607	2019-12-02T22:48:10+0000	"bolsonaro deu aos eua unilateralmente : 1. base de alcantara  2. cota extra de importacao de trigo  3. cota extra de importacao de etanol  4. mais de 80% de importacao de diesel, gasolina, querosene de aviacao e gas de cozinha - ja sao mais de 250 milhoes de barris este ano . 5. colocou um general brasileiro no vice comando das forcas sul dos norte americanos  6. aceitou abrir mao do status brasileiro de nacao em desenvolvimento na omc ;  governo de traidores da patria desavergonhados! um dia pagarao todos o que devem !"	7054	950	4820
1216504185136925_2573262612794402	2019-12-02T17:10:51+0000	"[?]"	1106	445	591
1216504185136925_2572863832834280	2019-12-02T13:37:42+0000	"nesta terca-feira (03/12), as 20h, uma conversa emocionante com carlos lupi. acompanhe! #reparebem"	873	5	74
1216504185136925_2567075716746425	2019-11-29T22:56:09+0000	"crime de odio!   um idoso, filiado ao pdt, foi assassinado por suas ideias e sua militancia.   o assassino: um covarde agente do odio.   e o inicio tragico do que sempre denunciamos que poderia acontecer. vou pedir ao pdt que de toda assistencia juridica para a familia!   e vamos seguir na luta contra o fascismo, o autoritarismo e o discurso de odio!"	821	321	240
1216504185136925_2566295780157752	2019-11-29T14:45:15+0000	"nao ao desmonte da ciencia e tecnologia no brasil!"	2650	0	219
1216504185136925_2566106196843377	2019-11-29T13:07:41+0000	"bolsonaro nao conhece a amazonia nem o brasil!"	1432	3	184
1216504185136925_2565082156945781	2019-11-29T01:50:46+0000	"a revista piaui pertence a familia moreira salles uma das donas do itau . o odio e que eu denuncio que distribuiram r$ 9 bilhoes de lucros e dividendos sem pagar um centavo de imposto. e, na mesma entrevista falei o que nao sera jamais devidamente noticiado na grande midia: que o itau foi multado em r$ 3,9 bilhoes pela prefeitura de sao paulo por fraude no pagamento de impostos.   manipulando centenas de dados eu posso cometer erros, nada que no dia seguinte eu nao possa corrigir.   e os os baroes da agiotagem?"	6590	6	964
1216504185136925_2564853946968602	2019-11-28T23:30:35+0000	"acompanhando uma apresentacao importantissima sobre a zona franca de manaus, com hissa abrahao, na universidade federal do amazonas (ufam)."	616	0	33
1216504185136925_2564830003637663	2019-11-28T23:16:53+0000	"agora na universidade federal do amazonas (ufam), em manaus! debater o brasil! [?]"	2771	2	162
1216504185136925_2564154220371908	2019-11-28T14:00:53+0000	"bom dia! ja estou a caminho de manaus (am). logo mais, as 18h, vamos debater o brasil na universidade federal do amazonas (ufam). participe!"	607	0	21
1216504185136925_2560858240701506	2019-11-27T01:58:32+0000	"\"nos ultimos 10 anos, o estado do ceara apresentou uma taxa de crescimento acumulada de seu pib de 26,87%, 8,52 p.p superior a taxa estimada para o brasil\"."	841	0	107
1216504185136925_2560135510773779	2019-11-26T17:33:53+0000	"participo agora, junto com o senador cid gomes,  da reuniao da comissao de transparencia, governanca, fiscalizacao e controle e defesa do consumidor, presidida pelo senador rodrigo cunha."	842	0	65
1216504185136925_2559998547454142	2019-11-26T16:11:56+0000	"logo mais, as 15h, estarei no senado federal para debater o superendividamento das familias no brasil. venho falando deste crime que e cometido contra nosso povo ha muito tempo. teve quem disse ser impossivel. quando e para o povo mais pobre e para a classe media, o baronato enlouquece."	2005	3	762
1216504185136925_2558464387607558	2019-11-25T23:00:29+0000	"para quem nao viu ainda, aqui esta a entrevista que concedi para o programa canal livre, da tv bandeirantes. assista!"	5267	5	2475
1216504185136925_2558394334281230	2019-11-25T22:09:42+0000	"gravei hoje mais um programa #reparebem, com meu amigo e irmao carlos lupi. ele acaba de lancar um livro que mostra toda sua historia de defesa do trabalho e dos trabalhadores! e emocionante! em breve vai ao ar! "	1073	1	27
1216504185136925_2557914697662527	2019-11-25T16:53:14+0000	"gravei hoje otima entrevista para o programa em foco com andreia sadi, da globonews. em breve!"	1776	0	84
1216504185136925_2556388151148515	2019-11-25T00:30:26+0000	"logo mais, meia-noite, na tv bandeirantes, acompanhe entrevista que concedi para o programa canal livre. #cironaband #cironocanallivre."	2401	1	202
1216504185136925_2554820601305270	2019-11-24T08:34:50+0000	"#cironaband hoje, meia-noite, participo do programa canal livre, da tv bandeirantes. acompanhe!  #cironocanallivre"	2602	0	293
1216504185136925_2553706858083311	2019-11-23T19:55:31+0000	"estamos viajando tanto pelo brasil que o pneu nao aguentou  sem problema! junto com meu companheiro do pdt de sao paulo, luciano, trocamos rapidinho e voltamos em seguranca pra a estrada!  como disse giselle... \"o ceus\" [?]"	4940	3	1154
1216504185136925_2551177515002912	2019-11-22T17:06:16+0000	"o duro e ver a parte mofada da esquerda super endividar as familias e as empresas e, agora, ver a direita tosca fazer o obvio.  mas este e o unico caminho para comecar a restaurar a capacidade das familias voltarem a consumir: uma politica publica de reestruturacao das dividas assim como propus na campanha e a elite debochou."	5654	12	1362
1216504185136925_2550760708377926	2019-11-22T13:25:18+0000	"ja estou na unicamp.   assista #aovivo"	513	1	31
1216504185136925_2550494065071257	2019-11-22T10:53:59+0000	"bom dia! ja estou em campinas, onde vou participar, as 10h, na unicamp, de debate sobre o brasil. participe!"	2756	2	164
1216504185136925_2549527235167940	2019-11-22T00:05:13+0000	"\"a rebeldia nem sempre e premiada na historia. mas a obediencia, a vassalagem, e castigada invariavelmente\".  unger, mangabeira.  assista #reparebem agora!"	856	0	133
1216504185136925_2549494248504572	2019-11-21T23:42:07+0000	"agora, uma conversa com mangabeira unger! assista!  #reparebem https://youtu.be/2wtcp-dqdmi"	325	0	27
1216504185136925_2549365915184072	2019-11-21T22:08:12+0000	"#reparebem  hoje, 20h, no meu canal no youtube, uma conversa maravilhosa com mangabeira unger! assista!"	781	0	122
1216504185136925_2549241451863185	2019-11-21T20:41:11+0000	"hoje e dia de abracar minha querida amiga e grande artista alcione marrom!   muita paz, muita saude, muito amor! tudo de bom que voce merece! um anjo que o brasil tem para nossa admiracao! parabens!! "	2325	0	83
1216504185136925_2548949971892333	2019-11-21T17:33:36+0000	"#reparebem hoje, 20h, no meu canal no youtube! uma conversa maravilhosa e instigante com roberto mangabeira unger! acompanhe!"	1720	2	261
1216504185136925_2548542988599698	2019-11-21T13:45:39+0000	"evento ontem da associacao dos pos-graduandos/ apg-ufg em vicosa (mg) foi lindo! muito bom debater o brasil e ver nossa juventude na luta! [?]"	1513	0	108
1216504185136925_2547247232062607	2019-11-20T22:59:38+0000	"#aovivo na universidade federal de vicosa (ufv). acompanhe!"	428	0	91
1216504185136925_2547066305414033	2019-11-20T21:05:32+0000	"dentro da universidade federal de vicosa (ufv) esta a fabrica do melhor doce de leite do brasil.  alem da delicia que foi experimentar os produtos da vicosa, fiquei encantado com a estrutura e com o trabalho desenvolvido! e a perfeita uniao da academia com a industria."	6259	1	400
1216504185136925_2546973685423295	2019-11-20T19:59:13+0000	"ja estou em vicosa (mg). vou participar, 19h, dos 40 anos da associacao de pos-graduandos da universidade federal (ufv). fui recebido pela vice-reitora, rejane nascentes, e pelos organizadores do evento."	1615	0	79
1216504185136925_2546588192128511	2019-11-20T15:55:47+0000	"capa do jornal jornal o dia de hoje.   pao e trigo, e trigo e dolar. se o dolar sobe, sobe o valor do trigo, e sobe o valor do pao.   essa politica economica, que e a mesma desde fhc, mantida por lula e dilma e agravada por bolsonaro, esta destruindo o nosso pais e humilhando nosso povo."	1633	50	289
1216504185136925_2546472652140065	2019-11-20T14:54:10+0000	"no pais que mais tardiamente aboliu a maior vergonha humana que e a escravidao, o exemplo de luta de cao nos inspira a seguir no ideario trabalhista e na solidariedade engajada ao povo negro tao violentado e discriminado!"	1079	0	69
1216504185136925_2544503725670291	2019-11-19T17:19:19+0000	"sem politica industrial e de comercio exterior, um dos eixos centrais de um projeto nacional de desenvolvimento, quebraremos de novo. cambio a r$ 4,20 por dolar e sintoma, fuga brutal de capitais, sinal de alerta barulhento, ninguem no leilao entreguista do pre-sal demonstracao obvia! vem ai a quebra da bolsa!   queimar reservas so mascara e adia o problema!"	791	5	151
1216504185136925_503337410263604	2019-11-18T23:21:03+0000	"#aovivo debate no congresso internacional interdisciplinar na faculdade sao francisco, em cajazeiras (pb)."	2207	12	1202
1216504185136925_2542600185860645	2019-11-18T19:39:49+0000	"e tem quem defenda esta politica economica que nos orienta ruinosamente desde fhc ate aqui..."	2742	20	390
1216504185136925_777127596044641	2019-11-18T15:18:11+0000	"#aovivo entrevista para joao ilario, na radio progresso, em juazeiro do norte (ce).  acompanhe!"	1453	10	379
1216504185136925_2541941532593177	2019-11-18T13:20:30+0000	"otima conversa com leda nagle! assista!"	1271	3	202
1216504185136925_2539555866165077	2019-11-17T10:58:52+0000	"\"por tras desse sonho da elite ha uma manipulacao autoritaria que desrespeita o nosso povo. e existe um conteudo totalmente errado, que nao nos tirara da estagnacao.\""	3290	15	883
1216504185136925_2537763066344357	2019-11-16T14:18:28+0000	"#aovivo na radio montanhesa, de vicosa (mg). acompanhe!   http://www.radios.com.br/play/13685"	278	1	17
1216504185136925_2536276273159703	2019-11-15T21:05:11+0000	"preciosa licao de cidadania e luta!"	922	0	67
1216504185136925_2535203056600358	2019-11-15T10:45:33+0000	""	898	1	100
1216504185136925_2533018723485458	2019-11-14T10:51:13+0000	"muito importante!"	1950	0	233
1216504185136925_2529993113788019	2019-11-12T22:59:12+0000	"orgulho da equipe a que pertenco ! estamos mudando a vida do povo de verdade!"	1356	1	180
1216504185136925_2529624830491514	2019-11-12T18:27:36+0000	"fgv: ceara foi o estado que mais investiu em 2018."	1193	1	209
1216504185136925_2529441040509893	2019-11-12T16:37:12+0000	"bolsonaro: \"o estado sou eu\"!  tira 2 bilhoes de reais do sus - sistema unico de saude - para se vingar do desafeto... que tempos..."	5681	1881	4273
1216504185136925_3863684376991144	2019-11-12T12:38:53+0000	"#aovivo homenagem a roberto mangabeira unger - filosofia, politica e direito para a emancipacao humana"	835	2	127
1216504185136925_2528957573891573	2019-11-12T11:43:56+0000	"e hoje! seminario muito importante para debater o brasil! com roberto mangabeira unger!"	838	1	57
1216504185136925_2528908440563153	2019-11-12T11:10:59+0000	"bom dia! conversei tambem com o gustavo mendes, como ele diz, \"de cara limpa\". um papo maravilhoso! assista!"	1107	2	88
1216504185136925_943311312692417	2019-11-11T23:39:50+0000	"ao vivo - ciro gomes na fmu  desafios economicos e politicos do brasil: uma saida para a crise"	1321	7	350
1216504185136925_2527916493995681	2019-11-11T22:51:37+0000	"#aovivo  vamos falar sobre o brasil! acompanhe!  https://www.youtube.com/watch?v=wbihbmbakug"	492	0	27
1216504185136925_2517157671738230	2019-11-06T21:02:53+0000	"so tenho a agradecer por tanto carinho! [?] estamos juntos na luta pelo brasil! "	8670	8	1228
1216504185136925_2516622665125064	2019-11-06T14:51:20+0000	"para comecar, este pacote de maldades proposto por bolsonaro e inconstitucional em grande parte. mas revela o centro do debate a ser feito: todo arrocho em educacao e saude e todo favorecimento a minoria de poderosos que vive de chupar sangue da nacao atraves da especulacao financeira!"	1192	62	287
1216504185136925_2516549201799077	2019-11-06T14:14:22+0000	"so tem esta riqueza... e a estao roubando dos jovens e criancas brasileiros pra engordar ainda mais os ja podres de rico e, pior, aos estrangeiros ..."	4433	657	1510
1216504185136925_2514710368649627	2019-11-05T15:48:56+0000	"e a idade minima para aposentadoria da reforma da previdencia de bolsonaro e de 65 anos para todos por igual, sendo homens, e 62 para todas sendo mulheres , ou seja, se,  na favela ou comunidade da periferia de sao paulo, a media de idade dos mortos e de 57 anos, quem votou esta aberracao, votou pela extincao da aposentadoria dos pobres . simples assim... cruel!"	2648	224	855
